timestamp_1;timestamp_2;score
1412242538.258089;1412242638.166759;47.2321
1412242538.358175;1412242638.266476;44.0988
1412242538.458261;1412242638.366147;40.2365
1412242538.558392;1412242638.465956;40.5091
1412242538.658524;1412242638.565857;43.4701
1412242538.758702;1412242638.665851;44.3811
1412242538.858879;1412242638.765845;42.3774
1412242538.959011;1412242638.865884;52.9399
1412242539.058867;1412242638.965970;43.6828
1412242539.158492;1412242639.065964;44.3143
1412242539.258024;1412242639.165726;44.6149
1412242539.357557;1412242639.265351;62.8837
1412242539.457182;1412242639.364838;55.8047
1412242539.556854;1412242639.464371;72.0567
1412242539.656478;1412242639.563949;83.8099
1412242539.756195;1412242639.663621;76.9624
1412242539.856005;1412242639.763384;76.2642
1412242539.955998;1412242639.863194;97.2681
1412242540.056130;1412242639.963094;81.5556
1412242540.156262;1412242640.063042;214.753
1412242540.256440;1412242640.163036;193.101
1412242540.356571;1412242640.263121;249.485
1412242540.456657;1412242640.363161;231.11
1412242540.556789;1412242640.463247;252.981
1412242540.656967;1412242640.563148;239.092
1412242540.757052;1412242640.662819;224.576
1412242540.856954;1412242640.762352;227.532
1412242540.956763;1412242640.861931;205.55
1412242541.056572;1412242640.961602;185.634
1412242541.156566;1412242641.061318;214.805
1412242541.256652;1412242641.161174;102.008
1412242541.356876;1412242641.261122;79.4988
1412242541.457007;1412242641.361068;93.9978
1412242541.557185;1412242641.460970;72.3885
1412242541.657225;1412242641.560826;63.3158
1412242541.757173;1412242641.660773;63.6121
1412242541.857073;1412242641.760766;50.3881
1412242541.956975;1412242641.860714;60.5357
1412242542.056831;1412242641.960431;49.9619
1412242542.156731;1412242642.059963;53.4746
1412242542.256679;1412242642.159266;52.1628
1412242542.356627;1412242642.258615;49.9475
1412242542.456575;1412242642.358055;48.4658
1412242542.556475;1412242642.457773;51.8666
1412242542.656239;1412242642.557720;55.2906
1412242542.755910;1412242642.657759;66.342
1412242542.855443;1412242642.757892;85.3286
1412242542.954929;1412242642.857930;186.83
1412242543.054324;1412242642.958016;141.987
1412242543.153718;1412242643.058102;74.6621
1412242543.253205;1412242643.158234;61.1934
1412242543.352922;1412242643.258412;51.5125
1412242543.452869;1412242643.358682;47.4896
1412242543.553001;1412242643.459045;47.8351
1412242543.653133;1412242643.559452;47.4124
1412242543.753403;1412242643.659907;46.4649
1412242543.853858;1412242643.760177;48.1195
1412242543.954496;1412242643.860354;41.728
1412242544.055042;1412242643.960348;41.1502
1412242544.155405;1412242644.060158;40.8109
1412242544.255675;1412242644.159644;46.3139
1412242544.355852;1412242644.258992;45.3034
1412242544.456031;1412242644.358387;41.9256
1412242544.556117;1412242644.457828;42.0343
1412242544.656202;1412242644.557406;49.1564
1412242544.756288;1412242644.656939;44.3984
1412242544.856327;1412242644.756564;47.1033
1412242544.956321;1412242644.856420;51.8628
1412242545.056268;1412242644.956459;63.1881
1412242545.156216;1412242645.056637;57.9468
1412242545.256071;1412242645.156861;70.9657
1412242545.355788;1412242645.257038;90.3692
1412242545.455413;1412242645.357262;75.9368
1412242545.554900;1412242645.457441;212.95
1412242545.654341;1412242645.557480;301.782
1412242545.753780;1412242645.657473;859.829
1412242545.853221;1412242645.757467;945.892
1412242545.952616;1412242645.857323;1348.82
1412242546.052057;1412242645.956947;1176.5
1412242546.151636;1412242646.056618;1137.12
1412242546.251260;1412242646.156335;1121.29
1412242546.350977;1412242646.256053;1203.22
1412242546.450971;1412242646.355907;836.09
1412242546.551056;1412242646.455763;836.24
1412242546.651281;1412242646.555757;400.817
1412242546.751551;1412242646.655797;370.716
1412242546.851775;1412242646.755882;280.035
1412242546.951860;1412242646.856014;97.0985
1412242547.051854;1412242646.956146;77.4249
1412242547.151756;1412242647.056231;73.3281
1412242547.251610;1412242647.156179;55.6061
1412242547.351420;1412242647.256034;49.596
1412242547.451229;1412242647.355936;50.7265
1412242547.551131;1412242647.455929;51.7683
1412242547.651032;1412242647.555923;46.8691
1412242547.750795;1412242647.655962;59.4244
1412242547.850374;1412242647.756001;60.6325
1412242547.950045;1412242647.856133;52.6691
1412242548.049762;1412242647.956219;55.8449
1412242548.149617;1412242648.056166;52.3231
1412242548.249565;1412242648.155884;55.7769
1412242548.349651;1412242648.255463;59.5716
1412242548.449644;1412242648.355180;52.9035
1412242548.549545;1412242648.455035;54.7818
1412242548.649355;1412242648.554982;55.4627
1412242548.749256;1412242648.654976;59.5203
1412242548.849296;1412242648.755108;57.8215
1412242548.949474;1412242648.855101;57.6085
1412242549.049744;1412242648.955049;67.9037
1412242549.150013;1412242649.054858;57.328
1412242549.250192;1412242649.154482;70.4509
