1412242263.910747;1412242273.901993;0.0871501
1412242264.010833;1412242274.002216;0.0760085
1412242264.110734;1412242274.102348;0.0990872
1412242264.210728;1412242274.202250;0.100564
1412242264.310768;1412242274.301967;0.0849184
1412242264.410853;1412242274.401592;0.0635355
1412242264.511031;1412242274.501171;0.0919338
1412242264.611071;1412242274.600658;0.116187
1412242264.711019;1412242274.700237;0.115629
1412242264.810781;1412242274.799953;0.245888
1412242264.910452;1412242274.899901;0.108038
1412242265.010031;1412242274.999895;0.0771155
1412242265.109657;1412242275.099981;0.163929
1412242265.209419;1412242275.200112;0.109768
1412242265.309321;1412242275.300290;0.102666
1412242265.409361;1412242275.400514;0.325374
1412242265.509447;1412242275.500783;0.090418
1412242265.609624;1412242275.600916;0.133635
1412242265.709802;1412242275.700909;0.183047
1412242265.809888;1412242275.800719;0.0992245
1412242265.909835;1412242275.900435;0.0788666
1412242266.009598;1412242276.000245;0.149942
1412242266.109315;1412242276.100146;0.146468
1412242266.209033;1412242276.200139;0.12139
1412242266.308841;1412242276.300225;0.15328
1412242266.408743;1412242276.400357;0.0886045
1412242266.508737;1412242276.500489;0.0822287
1412242266.608823;1412242276.600620;0.142809
1412242266.708723;1412242276.700568;0.111763
1412242266.808533;1412242276.800424;0.0839872
1412242266.908250;1412242276.900140;0.180929
1412242267.007921;1412242276.999811;0.21792
1412242267.107592;1412242277.099390;0.273223
1412242267.207309;1412242277.199016;0.109869
1412242267.307119;1412242277.298824;0.126045
1412242267.406973;1412242277.398772;0.125023
1412242267.506967;1412242277.498812;0.203977
1412242267.606915;1412242277.598898;0.123143
1412242267.707001;1412242277.699121;0.130676
1412242267.807086;1412242277.799253;0.188411
1412242267.907218;1412242277.899385;0.126608
1412242268.007350;1412242277.999562;0.160946
1412242268.107389;1412242278.099741;0.123898
1412242268.207244;1412242278.199827;0.139203
1412242268.307008;1412242278.299774;0.121354
1412242268.406771;1412242278.399537;0.243328
1412242268.506626;1412242278.499162;0.149336
1412242268.606620;1412242278.598787;0.146725
1412242268.706614;1412242278.698643;0.183559
1412242268.806561;1412242278.798497;0.210866
1412242268.906370;1412242278.898445;0.229333
1412242269.006133;1412242278.998485;0.178039
1412242269.105897;1412242279.098616;0.256609
1412242269.205751;1412242279.198748;0.149744
1412242269.305699;1412242279.298972;0.167737
1412242269.405739;1412242279.399243;0.141029
1412242269.505871;1412242279.499374;0.249831
1412242269.606048;1412242279.599368;0.149318
1412242269.706318;1412242279.699177;0.229662
1412242269.806589;1412242279.798894;0.255761
1412242269.906766;1412242279.898519;0.169569
1412242270.006760;1412242279.998052;0.139178
1412242270.106615;1412242280.097492;0.317727
1412242270.206287;1412242280.196979;0.165763
1412242270.305773;1412242280.296603;0.239866
1412242270.405352;1412242280.396367;0.142153
1412242270.505069;1412242280.496222;0.144053
1412242270.604878;1412242280.596169;0.216765
1412242270.704825;1412242280.696209;0.1332
1412242270.804865;1412242280.796341;0.172399
1412242270.904905;1412242280.896519;0.172692
1412242271.004899;1412242280.996697;0.130787
1412242271.104800;1412242281.096921;0.201575
1412242271.204701;1412242281.197007;0.147767
1412242271.304557;1412242281.296954;0.12745
1412242271.404457;1412242281.396763;0.178467
1412242271.504497;1412242281.496480;0.148146
1412242271.604629;1412242281.596290;0.2464
1412242271.704715;1412242281.696144;0.250996
1412242271.804524;1412242281.796138;0.163734
1412242271.904241;1412242281.896178;0.230771
1412242272.003820;1412242281.996264;0.216615
1412242272.103492;1412242282.096257;0.190332
1412242272.203300;1412242282.196159;0.142698
1412242272.303248;1412242282.295922;0.166323
1412242272.403242;1412242282.395593;0.410266
1412242272.503373;1412242282.495264;0.158452
1412242272.603505;1412242282.595073;0.133824
1412242272.703683;1412242282.694837;0.27254
1412242272.803815;1412242282.794461;0.223168
1412242272.903762;1412242282.894178;0.148117
1412242273.003617;1412242282.993988;0.373281
1412242273.103335;1412242283.093889;0.237508
1412242273.202960;1412242283.193974;0.252055
1412242273.302538;1412242283.294106;0.347184
1412242273.402163;1412242283.394284;0.199497
1412242273.501927;1412242283.494509;0.251393
1412242273.601782;1412242283.594594;0.452056
1412242273.701775;1412242283.694588;0.43464
1412242273.801815;1412242283.794489;0.242128
1412242273.901993;1412242283.894252;0.108957
1412242274.002216;1412242283.993877;0.192899
1412242274.102348;1412242284.093640;0.101849
1412242274.202250;1412242284.193496;0.123759
1412242274.301967;1412242284.293396;0.195976
1412242274.401592;1412242284.393436;0.196599
1412242274.501171;1412242284.493384;0.175352
1412242274.600658;1412242284.593240;0.170101
1412242274.700237;1412242284.693094;0.11369
1412242274.799953;1412242284.793042;0.112586
1412242274.899901;1412242284.893082;0.0991212
1412242274.999895;1412242284.993213;0.0876003
1412242275.099981;1412242285.093299;0.183364
1412242275.200112;1412242285.193477;0.102334
1412242275.300290;1412242285.293517;0.168505
1412242275.400514;1412242285.393464;0.090528
1412242275.500783;1412242285.493227;0.171888
1412242275.600916;1412242285.592945;0.166452
1412242275.700909;1412242285.692662;0.0897708
1412242275.800719;1412242285.792563;0.174386
1412242275.900435;1412242285.892556;0.110167
1412242276.000245;1412242285.992596;0.0896546
1412242276.100146;1412242286.092589;0.0940066
1412242276.200139;1412242286.192399;0.296208
1412242276.300225;1412242286.292116;0.0824564
1412242276.400357;1412242286.391741;0.107741
1412242276.500489;1412242286.491273;0.257358
1412242276.600620;1412242286.590714;0.131643
1412242276.700568;1412242286.690293;0.0866746
1412242276.800424;1412242286.789964;0.157585
1412242276.900140;1412242286.889773;0.0726947
1412242276.999811;1412242286.989582;0.0620485
1412242277.099390;1412242287.089346;0.0735788
1412242277.199016;1412242287.189247;0.206085
1412242277.298824;1412242287.289194;0.116318
1412242277.398772;1412242287.389234;0.144171
1412242277.498812;1412242287.489320;0.10427
1412242277.598898;1412242287.589451;0.101429
1412242277.699121;1412242287.689629;0.149949
1412242277.799253;1412242287.789900;0.129475
1412242277.899385;1412242287.890170;0.197016
1412242277.999562;1412242287.990485;0.0973265
1412242278.099741;1412242288.090848;0.120034
1412242278.199827;1412242288.191072;0.0627688
1412242278.299774;1412242288.291111;0.107945
1412242278.399537;1412242288.391013;0.0713014
1412242278.499162;1412242288.490776;0.0628457
1412242278.598787;1412242288.590494;0.110373
1412242278.698643;1412242288.690072;0.0547752
1412242278.798497;1412242288.789743;0.0816181
1412242278.898445;1412242288.889552;0.0882827
1412242278.998485;1412242288.989408;0.0824559
1412242279.098616;1412242289.089447;0.138202
1412242279.198748;1412242289.189395;0.195264
1412242279.298972;1412242289.289158;0.272945
1412242279.399243;1412242289.389014;0.0978653
1412242279.499374;1412242289.488776;0.264341
1412242279.599368;1412242289.588632;0.159457
1412242279.699177;1412242289.688533;0.0902433
1412242279.798894;1412242289.788618;0.394581
1412242279.898519;1412242289.888704;0.291733
1412242279.998052;1412242289.988744;0.140459
1412242280.097492;1412242290.088646;0.112372
1412242280.196979;1412242290.188362;0.138722
1412242280.296603;1412242290.288172;0.184856
1412242280.396367;1412242290.388027;0.187958
1412242280.496222;1412242290.488021;0.122393
1412242280.596169;1412242290.588060;0.0949209
1412242280.696209;1412242290.688054;0.222366
1412242280.796341;1412242290.787909;0.118654
1412242280.896519;1412242290.887810;0.188636
1412242280.996697;1412242290.987804;0.181265
1412242281.096921;1412242291.087890;0.232859
1412242281.197007;1412242291.187838;0.336399
1412242281.296954;1412242291.287692;0.207586
1412242281.396763;1412242291.387456;0.129482
1412242281.496480;1412242291.487219;0.353409
1412242281.596290;1412242291.587075;0.203833
1412242281.696144;1412242291.687021;0.18364
1412242281.796138;1412242291.787061;0.469681
1412242281.896178;1412242291.887147;0.292529
1412242281.996264;1412242291.987140;0.251139
1412242282.096257;1412242292.087042;0.126429
1412242282.196159;1412242292.186805;0.196044
1412242282.295922;1412242292.286569;0.176327
1412242282.395593;1412242292.386469;0.102492
1412242282.495264;1412242292.486417;0.253968
1412242282.595073;1412242292.586503;0.096981
1412242282.694837;1412242292.686588;0.0845046
1412242282.794461;1412242292.786766;0.0843416
1412242282.894178;1412242292.886806;0.343711
1412242282.993988;1412242292.986708;0.14692
1412242283.093889;1412242293.086516;0.171978
1412242283.193974;1412242293.186418;0.118465
1412242283.294106;1412242293.286458;0.235036
1412242283.394284;1412242293.386544;0.102041
1412242283.494509;1412242293.486721;0.204644
1412242283.594594;1412242293.586807;0.146228
1412242283.694588;1412242293.686709;0.111936
1412242283.794489;1412242293.786425;0.15345
1412242283.894252;1412242293.886004;0.142346
1412242283.993877;1412242293.985583;0.0908852
1412242284.093640;1412242294.085255;0.223413
1412242284.193496;1412242294.185063;0.203378
1412242284.293396;1412242294.284965;0.171533
1412242284.393436;1412242294.385005;0.12136
1412242284.493384;1412242294.484952;0.121072
1412242284.593240;1412242294.584853;0.119272
1412242284.693094;1412242294.684663;0.13536
1412242284.793042;1412242294.784426;0.14403
1412242284.893082;1412242294.884235;0.141269
1412242284.993213;1412242294.984228;0.0900201
1412242285.093299;1412242295.084314;0.0622487
1412242285.193477;1412242295.184308;0.212357
1412242285.293517;1412242295.284209;0.0549568
1412242285.393464;1412242295.384064;0.148432
1412242285.493227;1412242295.483782;0.198359
1412242285.592945;1412242295.583591;0.151533
1412242285.692662;1412242295.683538;0.228973
1412242285.792563;1412242295.783578;0.272527
1412242285.892556;1412242295.883572;0.17191
1412242285.992596;1412242295.983473;0.109646
1412242286.092589;1412242296.083282;0.171997
1412242286.192399;1412242296.182907;0.103851
1412242286.292116;1412242296.282532;0.0685957
1412242286.391741;1412242296.382111;0.0755547
1412242286.491273;1412242296.481689;0.105473
