x_1;y_1;z_1;phi_1;theta_1;psi_1;x_2;y_2;z_2;phi_2;theta_2;psi_2;d_x;d_y;d_z;d_phi;d_theta;d_psi
-1.609772232;0.6295265377;-1.070322009;0.01221943261;0.005346598129;-2.206395305;-1.610885104;0.6300954476;-1.077436241;0.01217550425;0.005319028978;-2.206393282;-0.001112871331;0.0005689099168;-0.007114231712;-4.39283625e-005;-2.756915151e-005;2.022683177e-006
-1.620394569;0.625249117;-1.068560043;0.01214486391;0.005356662823;-2.206388745;-1.621564715;0.6257613798;-1.076416509;0.01220672182;0.005343672589;-2.206392786;-0.001170146853;0.0005122628101;-0.007856466052;6.185791832e-005;-1.299023364e-005;-4.041536696e-006
-1.62253163;0.6261394204;-1.082897172;0.01237333106;0.005292550427;-2.206406618;-1.623714628;0.6266305886;-1.090079091;0.01223705002;0.005319392737;-2.206404777;-0.001182998394;0.0004911682458;-0.007181919068;-0.000136281038;2.684230981e-005;1.841057818e-006
-1.624775026;0.6272279989;-1.096718002;0.01224382043;0.005310424975;-2.206399432;-1.625805907;0.6278862557;-1.104111916;0.01216422171;0.005372471531;-2.206398371;-0.001030881393;0.0006582568614;-0.007393913463;-7.95987162e-005;6.204655513e-005;1.060757967e-006
-1.626764703;0.6283164659;-1.11087454;0.01224212105;0.005304746122;-2.206393864;-1.627792908;0.6287415614;-1.118352658;0.01227310235;0.005323955987;-2.206404946;-0.001028204845;0.0004250955062;-0.007478118123;3.098129268e-005;1.920986471e-005;-1.108276371e-005
-1.628782131;0.6293584337;-1.125817288;0.01225084145;0.005322414692;-2.206398125;-1.629847705;0.6299524744;-1.133460562;0.01230510359;0.00534426063;-2.20640736;-0.001065574986;0.0005940406698;-0.007643273176;5.426214342e-005;2.184593764e-005;-9.23491312e-006
-1.635029482;0.6253949051;-1.119548943;0.01230955899;0.005327502609;-2.206410475;-1.63613799;0.6259343661;-1.127716125;0.01226476261;0.005307306094;-2.206398893;-0.001108508231;0.000539460994;-0.008167182093;-4.479637925e-005;-2.019651457e-005;1.158256507e-005
-1.636926573;0.626376156;-1.133876197;0.01228159839;0.005303949302;-2.206401735;-1.63804462;0.6269536127;-1.14237961;0.01231883377;0.005329322592;-2.206392185;-0.00111804777;0.000577456633;-0.008503413061;3.723537642e-005;2.537328953e-005;9.550073325e-006
-1.638898402;0.6273987239;-1.148707376;0.0122998817;0.005323831708;-2.206384521;-1.640027543;0.6280284663;-1.157261295;0.01221669149;0.005325331849;-2.206380354;-0.001129141012;0.0006297424114;-0.008553919109;-8.319020719e-005;1.500141483e-006;4.167029893e-006
-1.640831055;0.6284790056;-1.163790122;0.01219430112;0.005383833662;-2.206373229;-1.641877226;0.6290729171;-1.172544823;0.01228079585;0.005334439311;-2.206389452;-0.001046171394;0.0005939114997;-0.008754700903;8.649473755e-005;-4.939435081e-005;-1.622286159e-005
-1.642748739;0.6295493298;-1.179850597;0.01226645021;0.005339329019;-2.206388967;-1.643622495;0.6300684044;-1.187202724;0.01226108235;0.005329504197;-2.206399749;-0.0008737560187;0.0005190746209;-0.007352127138;-5.367866422e-006;-9.824822402e-006;-1.0782301e-005
-1.64984167;0.6239574822;-1.168580485;0.01226036827;0.005334894867;-2.206395579;-1.650820989;0.6244693419;-1.176631992;0.012290397;0.005360789671;-2.206386678;-0.0009793193253;0.0005118596602;-0.008051507323;3.002873612e-005;2.589480438e-005;8.901669249e-006
-1.651715075;0.6249458891;-1.183936417;0.01229131079;0.005347711936;-2.206377623;-1.65267183;0.6254602772;-1.192071056;0.01223310802;0.005350650972;-2.206390437;-0.0009567543686;0.0005143881046;-0.008134638402;-5.820276893e-005;2.939035556e-006;-1.281391667e-005
-1.653480843;0.6259127294;-1.199569686;0.01231163123;0.005334842964;-2.206411113;-1.65437195;0.6264341065;-1.207824191;0.01228567022;0.005335718109;-2.206407106;-0.000891107402;0.0005213771496;-0.008254505594;-2.596101558e-005;8.751447317e-007;4.006983266e-006
-1.655174213;0.6268675831;-1.214590013;0.01227974261;0.005301817762;-2.20641939;-1.656146145;0.627454301;-1.223763378;0.01230043185;0.005335955419;-2.206415098;-0.0009719314782;0.0005867178811;-0.00917336564;2.068924128e-005;3.413765704e-005;4.292401066e-006
-1.65681627;0.6278380892;-1.230681123;0.01237055154;0.00528731374;-2.206384097;-1.657741475;0.6283999182;-1.239949425;0.01234982441;0.005306199743;-2.206386979;-0.000925205376;0.0005618290233;-0.009268301515;-2.072712475e-005;1.888600348e-005;-2.88187651e-006
-1.665201709;0.6225997963;-1.219783152;0.01233922835;0.005254249473;-2.206404116;-1.666133044;0.6230834363;-1.228268621;0.01226707089;0.0052867197;-2.206395261;-0.0009313354464;0.0004836399649;-0.008485468688;-7.215746068e-005;3.247022738e-005;8.854759874e-006
-1.666888205;0.6234858872;-1.235919138;0.01235822764;0.005251886044;-2.206398335;-1.667700979;0.6239365771;-1.244479;0.0123151579;0.005297866328;-2.206402282;-0.0008127731985;0.0004506899527;-0.008559861666;-4.306973471e-005;4.598028424e-005;-3.946960387e-006
-1.668476504;0.6243640314;-1.252257611;0.01232065344;0.005278620358;-2.206406638;-1.669326031;0.6248615848;-1.26084991;0.01235544101;0.005249992493;-2.206414254;-0.0008495269987;0.0004975533194;-0.008592298863;3.478756314e-005;-2.862786507e-005;-7.61579667e-006
-1.670083985;0.6253195653;-1.268783972;0.01230813256;0.00529363626;-2.2064128;-1.670912403;0.6258193787;-1.27756868;0.01231689996;0.005255716472;-2.206429998;-0.0008284181445;0.0004998133804;-0.008784707877;8.767402713e-006;-3.791978817e-005;-1.719745171e-005
-1.671685699;0.6263168727;-1.286448448;0.01226600133;0.005307263373;-2.206420634;-1.672376644;0.6267505041;-1.294525466;0.01237223665;0.005289156289;-2.206429212;-0.0006909449609;0.0004336313551;-0.008077017595;0.0001062353214;-1.810708421e-005;-8.578365625e-006
-1.682274925;0.6192695187;-1.274403878;0.01234313815;0.005321403076;-2.206418395;-1.683219757;0.6197794604;-1.284066621;0.01227569473;0.005269905169;-2.206424275;-0.0009448311781;0.0005099417724;-0.009662742316;-6.744341988e-005;-5.149790702e-005;-5.879376582e-006
-1.683889916;0.6201382023;-1.291302013;0.01225589762;0.005334289345;-2.206417209;-1.684748559;0.6205942582;-1.301082324;0.01232950408;0.005283530952;-2.206414389;-0.0008586433234;0.0004560559044;-0.0097803103;7.360645753e-005;-5.075839234e-005;2.820114627e-006
-1.685389766;0.6209430283;-1.308409325;0.01230871035;0.005296325205;-2.206404829;-1.686172041;0.6213893177;-1.317518691;0.01229377489;0.005270425897;-2.20640119;-0.0007822742661;0.0004462893714;-0.00910936612;-1.493545599e-005;-2.589930769e-005;3.639192175e-006
-1.68684351;0.6217505022;-1.325822168;0.01229763079;0.005319601376;-2.206387684;-1.687573345;0.6221307147;-1.334997478;0.01231680546;0.005300216792;-2.206394251;-0.0007298346402;0.0003802125713;-0.009175309791;1.917467463e-005;-1.938458402e-005;-6.567143535e-006
