x_1;y_1;z_1;phi_1;theta_1;psi_1;x_2;y_2;z_2;phi_2;theta_2;psi_2;d_x;d_y;d_z;d_phi;d_theta;d_psi
-0.3062207242;3.284505726;6.077197132;-0.006806939595;0.04897627138;-2.203232747;-1.62253163;0.6261394204;-1.082897172;0.01237333106;0.005292550427;-2.206406618;-1.316310906;-2.658366305;-7.160094304;0.01918027065;-0.04368372096;-0.003173871535
-1.623714628;0.6266305886;-1.090079091;0.01223705002;0.005319392737;-2.206404777;-1.760871901;0.5775241215;-1.632795435;0.01232557905;0.005338840644;-2.206319481;-0.1371572726;-0.04910646714;-0.5427163443;8.852902985e-005;1.944790671e-005;8.529626236e-005
-1.760713698;0.577260961;-1.642973036;0.01237036196;0.00535071847;-2.206328058;-1.3616063;0.1852838107;-2.435606242;0.01251347525;0.005257486398;-2.206429837;0.3991073981;-0.3919771503;-0.7926332063;0.0001431132892;-9.32320719e-005;-0.000101779537
-1.35761283;0.1822997149;-2.450735281;0.01246241465;0.005300744764;-2.206429329;8.661225844;11.9655054;-2.044799941;0.011440122;0.003134259731;-2.207367143;10.01883867;11.78320568;0.4059353398;-0.001022292651;-0.002166485033;-0.0009378141095
8.815160931;12.19716584;-2.055937159;0.01225786636;0.003456101623;-2.199985185;7.063763534;42.17777243;-0.6809577628;-0.02580416854;0.0237759805;-0.7662832623;-1.751397397;29.9806066;1.374979397;-0.03806203489;0.02031987888;1.433701923
6.723247915;42.50049377;-0.6656788996;-0.02128292679;0.02054053278;-0.7576040502;-33.5697566;73.0334639;1.468127996;-0.02408564717;0.03149954176;-0.7024360962;-40.29300452;30.53297013;2.133806896;-0.002802720381;0.01095900897;0.05516795397
-34.02826394;73.39775169;1.467420232;-0.02477664;0.03504831184;-0.7020802428;-80.85766034;99.63285181;2.299878145;-0.01422060203;0.003247150711;-0.06083820527;-46.82939641;26.23510012;0.8324579135;0.01055603797;-0.03180116113;0.6412420375
-81.4275928;99.6675524;2.307489274;-0.01690984066;0.002357287611;-0.04655854606;-126.4619227;71.5809788;2.042542742;-0.0312109064;-0.02282732526;0.7962377876;-45.0343299;-28.0865736;-0.2649465312;-0.01430106575;-0.02518461287;0.8427963337
-126.964442;71.00366566;2.093926893;-0.0313955361;-0.02274520957;0.7924549633;-134.4783439;36.09312364;1.297915569;0.002144242986;-0.0148995169;2.386009625;-7.513901915;-34.91054202;-0.796011324;0.03353977908;0.007845692667;1.593554662
-134.1921872;35.78773839;1.279197792;0.006560225222;-0.01549919271;2.380624849;-102.095099;-1.868341569;0.2355389672;-0.005484738998;-0.00423851199;1.887618323;32.09708814;-37.65607996;-1.043658825;-0.01204496422;0.01126068072;-0.4930065259
-101.8832443;-2.412954997;0.2326433683;-0.007504578578;-0.006093809465;1.875652337;-115.0467816;-53.9546725;-0.337509628;0.01663427949;-0.006476460267;0.7366792158;-13.16353733;-51.5417175;-0.5701529963;0.02413885807;-0.0003826508019;-1.138973121
-115.4521346;-54.34207045;-0.339182265;0.01939297443;-0.006364285082;0.7329231834;-164.2061596;-88.21414076;-0.316370645;0.007891865687;0.008700351206;0.4808078393;-48.75402498;-33.87207031;0.02281162002;-0.01150110874;0.01506463629;-0.2521153441
-164.7679836;-88.52905659;-0.3074756398;0.002977042923;0.008994006684;0.4796801077;-222.0223262;-98.27554813;0.925870104;0.01942451327;0.02692039023;-0.3079772214;-57.25434265;-9.746491538;1.233345744;0.01644747035;0.01792638355;-0.7876573291
-222.5596997;-98.13093805;0.9506028458;0.01978670067;0.02466191405;-0.3192231041;-250.6131249;-77.32003018;2.058899779;-0.01096621583;-0.006739439844;-1.630800181;-28.05342517;20.81090787;1.108296933;-0.0307529165;-0.0314013539;-1.311577077
-250.6280847;-77.01049003;2.059834372;-0.01025686985;-0.007383204355;-1.66167614;-222.5139906;-37.99320337;1.753587652;0.01626955922;-0.0004188934769;-2.281385737;28.11409413;39.01728666;-0.3062467201;0.02652642907;0.006964310878;-0.6197095973
-222.0904942;-37.4794567;1.745687548;0.01632785251;0.001235983958;-2.281715599;-181.6648148;11.20227431;1.408369241;0.01940457541;0.01050368049;-2.295917202;40.42567944;48.68173101;-0.3373183074;0.003076722902;0.009267696537;-0.01420160277
-181.280751;11.65855348;1.408415544;0.01755629867;0.0113867481;-2.297693788;-141.2092453;56.41343744;1.285984417;0.01299093559;0.02393897195;-2.353354944;40.07150579;44.75488395;-0.1224311267;-0.004565363086;0.01255222385;-0.05566115665
-140.8116824;56.82850596;1.290735208;0.01405430098;0.02410628667;-2.35420485;-97.70519171;96.06855243;2.343958758;0.001593565754;-0.00358294092;-2.770686305;43.10649072;39.24004647;1.05322355;-0.01246073523;-0.02768922759;-0.4164814548
-97.24122151;96.27164027;2.339405521;0.001857236888;-0.002609949849;-2.785121084;-57.78658674;92.18327127;1.910826881;0.01107553178;-0.01933641727;2.483769737;39.45463477;-4.088369006;-0.4285786401;0.009218294888;-0.01672646742;5.26889082
-57.58017834;92.03864489;1.902073422;0.01194099857;-0.01911530118;2.479472246;-36.32434777;75.75779235;1.253545923;0.01247222945;-0.02146931114;2.433578101;21.25583057;-16.28085255;-0.648527499;0.000531230877;-0.002354009963;-0.04589414544
-36.01488854;75.49727084;1.253840887;0.01523809229;-0.02342920466;2.432322884;-1.728587443;48.28447174;-0.09107983785;0.02496915764;-0.01475623988;2.467478564;34.2863011;-27.21279909;-1.344920725;0.009731065355;0.008672964786;0.03515568028
-1.320613182;47.97448895;-0.1009211787;0.02586038621;-0.01521327572;2.467937614;16.51959955;28.64924463;-1.033393168;-0.03545108092;0.005893822857;1.393059709;17.84021273;-19.32524431;-0.9324719891;-0.06131146712;0.02110709858;-1.074877905
16.49274653;28.28143379;-1.02532387;-0.04069382897;0.003510606369;1.368147873;-0.05776287012;3.320756954;-1.212001082;-0.01691584155;0.003404613699;0.9338456436;-16.5505094;-24.96067684;-0.1866772117;0.02377798742;-0.0001059926698;-0.434302229
